#,Split,MedInc (std),House Value ($100k)
8444,train,-1.065480,1.141000
8445,train,-0.107618,2.758000
8446,train,1.923340,3.487000
8447,train,-0.032221,2.750000
8448,train,0.117674,2.365000
8449,train,-0.510650,0.895000
8450,train,0.249130,2.312000
8451,train,0.933460,2.310000
8452,train,-0.487508,1.278000
8453,train,-1.171521,1.250000
8454,train,-0.100750,1.415000
8455,train,0.630023,2.989000
8456,train,0.400082,2.296000
8457,train,-0.425479,0.825000
8458,train,-0.573895,1.882000
8459,train,-0.309874,2.681000
8460,train,-0.978723,0.817000
8461,train,-1.174322,1.259000
8462,train,0.090516,1.695000
8463,train,-0.260367,1.272000
8464,train,-0.040200,1.234000
8465,train,0.776168,2.335000
8466,train,-0.236485,1.891000
8467,train,-0.141486,1.945000
8468,train,-1.034042,0.792000
8469,train,0.267992,1.842000
8470,train,-1.166132,0.580000
8471,train,0.633035,2.380000
8472,train,-0.722681,1.625000
8473,train,-0.103497,3.574000
8474,train,1.281067,2.325000
8475,train,0.483087,1.694000
8476,train,-0.716076,1.845000
8477,train,0.090516,2.799000
8478,train,1.721613,4.462000
8479,train,-0.380568,3.625000
8480,train,2.590974,2.292000
8481,train,0.098178,1.714000
8482,train,-1.072983,1.750000
8483,train,-0.896933,1.797000
8484,train,0.094638,1.274000
8485,train,-0.146294,1.554000
8486,train,-0.322502,1.953000
8487,train,-0.247422,3.240000
8488,train,-0.774882,1.594000
8489,train,-0.689658,0.542000
8490,train,-0.248954,1.150000
8491,train,-1.268581,0.646000
8492,train,-0.422943,2.184000
8493,train,0.627910,3.367000
8494,train,0.086395,2.820000
8495,train,-0.102599,1.922000
8496,train,0.773420,5.000010
8497,train,-0.300733,1.192000
8498,train,-0.043370,0.786000
8499,train,-0.021390,3.349000
8500,train,-0.529618,1.768000
8501,train,-0.890223,0.695000
8502,train,-0.334178,2.529000
8503,train,1.876316,4.837000
8504,train,-0.827560,1.568000
8505,train,-0.850860,0.591000
8506,train,-0.622187,0.715000
8507,train,0.449642,3.353000
8508,train,0.619086,2.258000
8509,train,-0.358800,1.893000
8510,train,0.079051,2.739000
8511,train,-0.046698,0.962000
8512,train,0.925640,2.716000
8513,train,-1.014071,0.866000
8514,train,-0.820427,1.821000
8515,train,0.367059,1.336000
8516,train,0.678527,2.156000
8517,train,-0.529883,1.375000
8518,train,2.041534,3.960000
8519,train,0.259750,2.234000
8520,train,0.692687,2.670000
8521,train,-0.726802,0.661000
8522,train,0.319877,1.948000
8523,train,-0.151736,3.919000
8524,train,-0.267869,1.089000
8525,train,-1.142409,0.914000
8526,train,0.587966,1.411000
8527,train,-0.534004,2.500000
8528,train,-0.359434,1.102000
8529,train,-0.218679,3.000000
8530,train,-1.151338,0.996000
8531,train,-0.163413,2.848000
8532,train,-1.129358,0.740000
8533,train,-0.210807,1.201000
8534,train,0.432364,1.879000
8535,train,2.142820,5.000010
8536,train,0.066476,1.485000
8537,train,0.936683,2.662000
8538,train,1.848207,2.885000
8539,train,-0.938410,0.993000
8540,train,-0.951301,1.369000
8541,train,-0.995736,1.221000
8542,train,-1.479026,0.700000
8543,train,-1.089573,2.625000
8544,train,0.098178,1.348000
8545,train,0.090622,1.568000
8546,train,-0.173293,1.584000
8547,train,-0.775517,2.550000
8548,train,0.587226,2.400000
8549,train,-0.971643,1.167000
8550,train,0.073133,1.538000
8551,train,-0.581133,1.764000
8552,train,-0.989555,3.800000
8553,train,-0.443813,3.106000
8554,train,1.078389,2.885000
8555,train,-0.677664,1.851000
8556,train,-0.291804,2.375000
8557,train,1.179464,2.989000
8558,train,1.312399,2.601000
8559,train,-0.627259,2.079000
8560,train,-1.242586,0.567000
8561,train,1.372315,5.000010
8562,train,1.054296,4.500000
8563,train,-0.837493,0.700000
8564,train,-0.336345,1.922000
8565,train,0.836665,1.433000
8566,train,0.373664,3.267000
8567,train,-0.392456,0.713000
8568,train,1.196530,1.648000
8569,train,-1.078742,0.546000
8570,train,-0.661021,0.851000
8571,train,-0.044057,1.839000
8572,train,-0.674019,0.942000
8573,train,-0.591489,2.188000
8574,train,0.868789,2.241000
8575,train,-0.452214,2.182000
8576,train,1.817721,4.646000
8577,train,0.008092,1.321000
8578,train,-0.455490,0.969000
8579,train,-0.632595,1.367000
8580,train,0.916183,2.530000
8581,train,-0.695682,1.341000
8582,train,-0.080249,3.154000
8583,train,0.671711,2.345000
8584,train,-0.144762,1.254000
8585,train,-0.886313,1.625000
8586,train,-0.445292,1.543000
8587,train,-0.348444,2.380000
8588,train,-0.660440,2.031000
8589,train,1.087159,4.912000
8590,train,-0.962820,0.725000
8591,train,1.126575,3.114000
8592,train,-0.637773,2.265000
8593,train,-0.643110,1.646000
8594,train,-0.603800,0.865000
8595,train,0.046927,1.678000
8596,train,0.710810,3.596000
8597,train,0.045817,1.781000
8598,train,-0.182328,1.054000
8599,train,0.234970,4.958000
8600,train,-0.548269,1.716000
8601,train,1.836953,3.667000
8602,train,0.178382,1.306000
8603,train,1.048431,3.263000
8604,train,-0.244939,3.536000
8605,train,0.659242,2.009000
8606,train,-1.222138,0.939000
8607,train,0.961199,3.924000
8608,train,0.526676,2.132000
8609,train,2.464696,3.152000
8610,train,-0.490625,2.303000
8611,train,-1.115780,0.864000
8612,train,2.114870,5.000010
8613,train,-0.805210,1.543000
8614,train,-1.232705,0.804000
8615,train,0.868630,3.547000
8616,train,0.066370,1.419000
8617,train,-0.208006,2.458000
8618,train,-0.763945,0.658000
8619,train,-0.205312,1.808000
8620,train,0.212937,2.182000
8621,train,-0.515088,1.156000
8622,train,2.239510,4.234000
8623,train,-0.402231,2.341000
8624,train,0.771941,2.018000
8625,train,-0.186079,2.000000
8626,train,-0.793798,1.079000
8627,train,1.520149,4.156000
8628,train,-1.080115,0.952000
8629,train,0.105892,1.569000
8630,train,-0.309029,1.625000
8631,train,1.859831,3.183000
8632,train,-0.746721,1.050000
8633,train,-0.450734,0.946000
8634,train,-0.545786,2.190000
8635,train,-0.867979,0.520000
8636,train,-0.027466,1.800000
8637,train,-0.880184,1.342000
8638,train,0.041537,1.716000
8639,train,-0.622240,2.356000
8640,train,0.754029,5.000010
8641,train,1.166836,4.878000
8642,train,-0.392456,0.976000
8643,train,0.643866,1.137000
8644,train,0.164222,2.711000
8645,train,-1.052905,1.273000
8646,train,-0.595293,0.598000
8647,train,1.043411,2.594000
8648,train,0.356069,1.424000
8649,train,0.443354,1.769000
8650,train,0.550770,2.072000
8651,train,-1.147270,1.750000
8652,train,-0.261740,1.379000
8653,train,0.049621,1.830000
8654,train,0.482664,2.419000
8655,train,-1.298433,0.862000
8656,train,0.347035,1.989000
8657,train,0.725022,4.864000
8658,train,2.462372,3.601000
8659,train,1.197005,3.872000
8660,train,-0.052352,1.652000
8661,train,0.219964,3.124000
8662,train,0.236925,0.871000
8663,train,-0.491048,3.041000
8664,train,0.996070,1.855000
8665,train,0.916130,4.300000
8666,train,-1.057026,1.458000
8667,train,-0.683424,3.098000
8668,train,0.137276,1.538000
8669,train,0.069858,2.316000
8670,train,0.247333,2.092000
8671,train,-0.595927,1.348000
8672,train,0.934781,5.000010
8673,train,-0.040200,1.974000
8674,train,-0.582349,1.300000
8675,train,-0.918543,1.514000
8676,train,-0.316954,3.457000
8677,train,-0.953838,1.550000
8678,train,0.838091,2.409000
8679,train,-0.808539,2.823000
8680,train,0.116247,1.644000
8681,train,0.683599,2.751000
8682,train,0.175952,1.761000
8683,train,-0.605279,0.831000
8684,train,0.931188,4.890000
8685,train,-0.769863,0.964000
8686,train,-0.682578,2.250000
8687,train,-0.402865,0.731000
8688,train,-0.832738,1.125000
8689,train,0.754716,2.915000
8690,train,-0.165209,1.986000
8691,train,-0.045695,4.615000
8692,train,-0.807588,0.903000
8693,train,-1.003345,1.739000
8694,train,-0.120722,1.840000
8695,train,0.934252,2.679000
8696,train,-1.426085,0.708000
8697,train,0.739869,5.000010
8698,train,-1.138129,1.107000
8699,train,1.691443,3.932000
8700,train,-0.050027,1.614000
8701,train,1.460445,2.696000
8702,train,0.361670,5.000010
8703,train,0.164222,2.015000
8704,train,0.262497,1.162000
8705,train,0.710228,2.012000
8706,train,-0.458501,1.688000
8707,train,0.891191,2.142000
8708,train,-1.151972,1.160000
8709,train,2.182077,4.000000
8710,train,-1.224304,0.523000
8711,train,-0.110894,3.186000
8712,train,0.201947,2.091000
8713,train,1.388060,4.178000
8714,train,-0.508484,1.552000
8715,train,0.427609,2.120000
8716,train,0.520178,2.673000
8717,train,0.091890,4.585000
8718,train,-1.291142,1.250000
8719,train,-1.184995,0.500000
8720,train,0.265245,2.296000
8721,train,-1.166132,0.670000
8722,train,-0.190201,1.265000
8723,train,-1.041017,0.609000
8724,train,-1.192814,0.934000
8725,train,1.982622,4.026000
8726,train,-0.190042,1.167000
8727,train,-0.132979,0.995000
8728,train,5.881857,5.000010
8729,train,-0.073222,0.658000
8730,train,-0.367042,1.215000
8731,train,0.176005,2.713000
8732,train,0.121901,2.262000
8733,train,-1.242533,1.032000
8734,train,-0.414489,1.791000
8735,train,2.914224,5.000010
8736,train,-0.266020,4.200000
8737,train,-0.332435,1.292000
8738,train,-0.863435,1.127000
8739,train,0.638583,2.286000
8740,train,0.931399,2.862000
8741,train,0.369014,1.503000
8742,train,-0.182328,2.061000
8743,train,-1.127192,1.469000
8744,train,-1.465659,1.875000
8745,train,-1.400301,1.313000
8746,train,0.396172,3.523000
8747,train,0.119418,1.653000
8748,train,2.441607,5.000010
8749,train,0.400082,3.550000
8750,train,-0.384954,1.462000
8751,train,-0.275214,3.450000
8752,train,0.575074,1.657000
8753,train,-0.615371,1.758000
8754,train,-1.074937,3.125000
8755,train,-0.499766,2.413000
8756,train,0.867996,2.909000
8757,train,-0.751001,1.696000
8758,train,-1.148326,1.375000
8759,train,0.128822,1.875000
8760,train,-0.084265,1.752000
8761,train,0.999822,2.811000
8762,train,0.732367,5.000010
8763,train,0.163641,1.437000
8764,train,-0.103497,1.304000
8765,train,-0.049023,1.774000
8766,train,0.155980,1.125000
8767,train,-1.081700,0.604000
8768,train,-0.137735,1.591000
8769,train,0.400082,2.286000
8770,train,-0.555244,1.651000
8771,train,0.232751,5.000010
8772,train,0.568205,1.144000
8773,train,0.424122,1.107000
8774,train,-0.141486,1.540000
8775,train,-0.298092,1.410000
8776,train,-1.029816,0.577000
8777,train,-0.656636,1.339000
8778,train,-1.103733,0.579000
8779,train,0.120686,1.702000
8780,train,-0.812766,0.550000
8781,train,-0.763945,2.607000
8782,train,0.852885,3.663000
8783,train,-0.368892,0.774000
8784,train,0.316654,1.726000
8785,train,0.761004,2.875000
8786,train,-0.564913,1.144000
8787,train,1.134078,4.374000
8788,train,1.266167,4.385000
8789,train,1.769323,3.609000
8790,train,-0.275900,2.526000
8791,train,-0.702973,1.430000
8792,train,-0.163519,1.708000
8793,train,3.473281,4.538000
8794,train,-0.866923,0.919000
8795,train,-0.807060,0.873000
8796,train,-0.329159,2.662000
8797,train,-0.744026,1.547000
8798,train,0.172835,1.971000
8799,train,1.163560,2.618000
8800,train,1.248415,5.000010
8801,train,-0.067727,1.489000
8802,train,-0.702233,1.601000
8803,train,-0.392456,1.711000
8804,train,-0.437208,1.480000
8805,train,-0.603589,4.444000
8806,train,0.640221,2.433000
8807,train,-0.182539,1.151000
8808,train,-0.375919,1.375000
8809,train,1.886461,3.531000
8810,train,0.118678,1.884000
8811,train,0.192014,2.726000
8812,train,-0.083842,2.259000
8813,train,-0.537227,1.406000
8814,train,-0.333016,1.142000
8815,train,-0.688232,1.577000
8816,train,0.708062,3.103000
8817,train,0.021196,3.700000
8818,train,-0.908452,0.813000
8819,train,-0.106931,1.845000
8820,train,3.330571,4.815000
8821,train,1.971526,3.106000
8822,train,0.069858,0.893000
8823,train,0.805597,3.179000
8824,train,-1.099665,0.880000
8825,train,-0.423101,3.750000
8826,train,2.526673,5.000010
8827,train,0.091890,1.738000
8828,train,-0.575057,3.500000
8829,train,0.442086,5.000010
8830,train,-0.062232,2.213000
8831,train,0.025264,2.241000
8832,train,0.495292,2.540000
8833,train,-0.715336,2.190000
8834,train,0.142348,2.652000
8835,train,2.233857,5.000010
8836,train,-0.234953,2.302000
8837,train,-0.364136,1.006000
8838,train,-1.132846,1.058000
8839,train,-0.803572,0.902000
8840,train,-1.099400,0.516000
8841,train,-0.184177,0.980000
8842,train,-0.598199,0.961000
8843,train,-0.258517,1.849000
8844,train,-0.148513,1.821000
8845,train,-0.233156,0.850000
8846,train,0.007723,1.931000
8847,train,1.844509,3.275000
8848,train,-0.110683,1.832000
8849,train,-0.248162,2.469000
8850,train,0.444094,4.201000
8851,train,-0.541031,3.071000
8852,train,-0.838233,1.319000
8853,train,-0.966201,0.598000
8854,train,4.222916,5.000010
8855,train,-1.150863,1.000000
8856,train,0.069858,1.920000
8857,train,0.267992,2.348000
8858,train,1.058100,2.344000
8859,train,0.161739,1.313000
8860,train,-0.564173,1.533000
8861,train,0.029755,1.315000
8862,train,-1.363316,1.792000
8863,train,-0.862379,1.195000
8864,train,-0.005645,1.875000
8865,train,-0.098266,1.654000
8866,train,-0.666410,1.549000
8867,train,-0.266601,2.651000
8868,train,-1.503648,2.583000
8869,train,0.734057,4.054000
8870,train,-0.117287,2.081000
8871,train,-0.777736,1.112000
8872,train,-0.488248,1.804000
8873,train,-0.329212,5.000010
8874,train,1.571929,3.726000
8875,train,-0.949135,3.000000
8876,train,-1.062363,0.987000
8877,train,-1.110707,0.967000
8878,train,-1.027861,0.940000
8879,train,-0.595399,1.671000
8880,train,1.304579,2.560000
8881,train,-0.587315,0.905000
8882,train,-0.085533,1.463000
8883,train,-0.276852,2.013000
8884,train,-0.351403,1.286000
8885,train,-0.016159,1.293000
8886,train,-0.074226,2.519000
8887,train,-1.153821,0.659000
8888,train,-0.692881,1.713000
8889,train,-0.689658,1.461000
8890,train,-0.604170,1.384000
8891,train,-0.928159,0.687000
8892,train,-0.428015,1.190000
8893,train,0.418099,1.750000
8894,train,-0.117287,1.738000
8895,train,0.348091,1.429000
8896,train,0.898377,2.356000
8897,train,0.327802,1.440000
8898,train,0.817749,2.132000
8899,train,-0.872682,0.769000
8900,train,1.278954,4.147000
8901,train,-0.165209,1.852000
8902,train,1.059632,2.870000
8903,train,0.636152,1.625000
8904,train,0.650894,1.701000
8905,train,0.358394,2.424000
8906,train,1.981460,3.414000
8907,train,-0.422203,0.885000
8908,train,-0.308817,0.826000
8909,train,-0.689658,1.563000
8910,train,-0.312516,2.794000
8911,train,0.747055,1.406000
8912,train,1.942519,3.484000
8913,train,0.003813,1.406000
8914,train,1.225378,3.404000
8915,train,0.079315,3.500000
8916,train,-0.220740,1.641000
8917,train,-0.408624,1.628000
8918,train,3.359631,2.250000
8919,train,0.167604,2.092000
8920,train,1.056462,1.548000
8921,train,0.160682,1.264000
8922,train,0.003813,1.839000
8923,train,0.753025,2.070000
8924,train,-0.091503,2.655000
8925,train,1.000456,5.000010
8926,train,-1.036367,1.667000
8927,train,2.111066,5.000010
8928,train,-0.668630,1.393000
8929,train,-0.411319,1.882000
8930,train,0.052950,1.021000
8931,train,-0.825394,0.904000
8932,train,-0.355524,2.074000
8933,train,-0.871731,0.675000
8934,train,-1.132159,0.675000
8935,train,0.142665,2.165000
8936,train,0.267992,1.299000
8937,train,-0.656636,1.091000
8938,train,-0.172289,0.966000
8939,train,0.400082,2.228000
8940,train,-0.885574,1.128000
8941,train,-0.720145,1.000000
8942,train,-0.167534,2.579000
8943,train,0.368697,4.784000
8944,train,-0.906919,0.804000
8945,train,1.228126,2.732000
8946,train,-0.031059,1.107000
8947,train,-1.319039,0.518000
8948,train,0.017022,1.873000
8949,train,-0.519263,1.625000
8950,train,-0.518523,1.031000
8951,train,-0.258993,2.832000
8952,train,1.437303,3.944000
8953,train,-0.910724,1.355000
8954,train,0.098178,2.858000
8955,train,0.723015,2.368000
8956,train,-0.476994,1.557000
8957,train,-0.507480,1.570000
8958,train,-0.667626,1.167000
8959,train,-0.840769,1.466000
8960,train,-0.678668,1.125000
8961,train,-0.184864,2.250000
8962,train,0.457039,3.511000
8963,train,-0.447511,0.637000
8964,train,-0.170863,1.325000
8965,train,0.670337,2.150000
8966,train,-0.640627,1.831000
8967,train,-0.831206,1.010000
8968,train,0.883794,1.193000
8969,train,0.962520,2.890000
8970,train,1.109456,3.800000
8971,train,1.528762,3.237000
8972,train,-0.886049,1.100000
8973,train,-1.115885,3.125000
8974,train,-0.005645,1.745000
8975,train,2.065627,4.563000
8976,train,0.130407,1.601000
8977,train,-0.651933,1.457000
8978,train,-0.869195,0.813000
8979,train,-0.818736,1.821000
8980,train,0.543848,4.007000
8981,train,0.968120,2.051000
8982,train,0.532171,3.622000
8983,train,-0.632384,2.155000
8984,train,-0.199817,1.859000
8985,train,-1.423179,0.750000
8986,train,0.157142,1.582000
8987,train,-0.564173,2.143000
8988,train,-0.636083,2.333000
8989,train,-0.757447,1.195000
8990,train,-0.054624,2.647000
8991,train,-0.087012,1.671000
8992,train,-0.317218,1.291000
8993,train,0.587808,2.086000
8994,train,0.896686,2.712000
8995,train,-0.811603,1.725000
8996,train,-0.465845,2.082000
8997,train,0.182768,1.517000
8998,train,0.479600,2.807000
8999,train,0.127924,1.201000
9000,train,-0.860265,1.086000
9001,train,2.087924,3.905000
9002,train,-0.698535,0.807000
9003,train,-0.375496,1.416000
9004,train,-0.222642,1.625000
9005,train,0.075881,1.698000
9006,train,-0.350769,1.034000
9007,train,-0.123099,1.645000
9008,train,-1.219602,1.156000
9009,train,2.431833,5.000010
9010,train,2.239510,5.000010
9011,train,-0.116864,1.306000
9012,train,0.050995,1.888000
9013,train,-1.325327,0.483000
9014,train,-1.406113,1.036000
9015,train,-0.824284,1.069000
9016,train,5.881857,5.000010
9017,train,1.883343,3.118000
9018,train,-1.257063,4.500000
9019,train,0.301014,3.200000
9020,train,0.543373,2.202000
9021,train,-0.717186,1.850000
9022,train,-0.913471,2.600000
9023,train,2.395481,3.387000
9024,train,2.267090,4.043000
9025,train,3.465989,5.000010
9026,train,1.852064,3.908000
9027,train,-0.851600,0.645000
9028,train,-0.002792,2.183000
9029,train,0.862396,2.472000
9030,train,-0.275055,1.952000
9031,train,-0.755703,2.554000
9032,train,-0.628316,1.840000
9033,train,0.936947,2.947000
9034,train,1.145068,4.388000
9035,train,-1.090049,0.538000
9036,train,1.168685,2.110000
9037,train,-0.859684,0.760000
9038,train,-0.749257,0.909000
9039,train,0.219013,1.383000
9040,train,-0.168644,1.938000
9041,train,-0.870515,1.000000
9042,train,-0.154325,1.779000
9043,train,-0.957959,4.100000
9044,train,-0.147139,1.464000
9045,train,-0.679936,2.553000
9046,train,-0.123786,1.316000
9047,train,0.581097,4.141000
9048,train,0.318028,2.213000
9049,train,0.396013,1.648000
9050,train,0.851194,3.393000
9051,train,2.018762,5.000010
9052,train,-0.488618,3.417000
9053,train,-0.502514,1.584000
9054,train,2.443245,5.000010
9055,train,-0.352248,1.691000
9056,train,-0.207531,1.512000
9057,train,-1.014388,0.858000
9058,train,0.099234,1.313000
9059,train,-0.098002,2.550000
9060,train,-0.536011,1.375000
9061,train,-0.373594,1.789000
9062,train,2.880620,5.000010
9063,train,0.000220,1.165000
9064,train,-0.838233,1.456000
9065,train,0.334037,1.514000
9066,train,-0.344957,3.000000
9067,train,1.770116,4.007000
9068,train,0.980378,2.318000
9069,train,-0.420407,0.838000
9070,train,-0.489463,1.622000
9071,train,-0.454380,1.604000
9072,train,0.418099,3.531000
9073,train,-0.986860,0.842000
9074,train,-0.449044,1.988000
9075,train,-0.463996,1.186000
9076,train,-0.185234,2.655000
9077,train,0.030231,1.185000
9078,train,1.090435,3.119000
9079,train,0.201947,2.480000
9080,train,-1.235611,0.557000
9081,train,2.356330,3.842000
9082,train,-0.870304,0.632000
9083,train,-0.123469,3.915000
9084,train,0.055169,1.174000
9085,train,0.336784,1.708000
9086,train,-0.298884,1.588000
9087,train,-1.595635,1.049000
9088,train,0.017550,4.325000
9089,train,-0.800719,0.660000
9090,train,-0.437473,1.200000
9091,train,-1.167295,0.929000
9092,train,-0.146294,2.794000
9093,train,-0.191574,3.912000
9094,train,0.646667,2.625000
9095,train,0.020350,1.987000
9096,train,-0.870568,1.000000
9097,train,-1.284062,0.964000
9098,train,2.733842,5.000010
9099,train,-0.957853,0.956000
9100,train,2.501893,4.596000
9101,train,0.453921,3.039000
9102,train,-0.799293,1.229000
9103,train,0.211405,1.319000
9104,train,0.326693,2.463000
9105,train,-0.693779,1.089000
9106,train,-0.360332,1.095000
9107,train,-0.981788,1.300000
9108,train,-0.089760,0.996000
9109,train,0.124226,2.134000
9110,train,-0.305753,1.063000
9111,train,-0.033331,2.047000
9112,train,-0.715336,2.795000
9113,train,0.017022,1.469000
9114,train,0.777753,2.609000
9115,train,-1.180081,0.710000
9116,train,0.374139,2.092000
9117,train,-0.183332,2.512000
9118,train,-0.582349,2.395000
9119,train,2.748848,5.000010
9120,train,-0.504733,1.458000
9121,train,-0.158869,2.285000
9122,train,5.881857,5.000010
9123,train,1.018896,2.298000
9124,train,-0.882298,1.257000
9125,train,0.140288,1.582000
9126,train,-0.204466,2.069000
9127,train,-1.346461,0.814000
9128,train,0.450699,1.735000
9129,train,0.366531,1.372000
9130,train,-0.374598,1.601000
9131,train,-0.600735,1.504000
9132,train,-0.240131,2.909000
9133,train,3.240010,5.000010
9134,train,-0.101384,3.688000
9135,train,-0.746457,0.824000
9136,train,2.776745,4.720000
9137,train,0.030812,1.013000
9138,train,-1.197834,1.875000
9139,train,-0.883672,0.750000
9140,train,0.389092,2.519000
9141,train,-0.594078,0.952000
9142,train,-1.242797,0.758000
9143,train,-1.608791,0.684000
9144,train,2.605504,4.785000
9145,train,-0.357479,1.599000
9146,train,1.628569,2.257000
9147,train,-0.042419,2.927000
9148,train,-0.435676,0.912000
9149,train,-0.584303,1.546000
9150,train,-0.079827,1.804000
9151,train,0.503640,2.014000
9152,train,-0.503676,1.404000
9153,train,0.060770,1.689000
9154,train,-0.304379,0.831000
9155,train,-0.710898,0.662000
9156,train,0.087663,1.585000
9157,train,-0.595822,1.981000
9158,train,0.142507,2.115000
9159,train,0.160101,1.750000
9160,train,-0.181113,1.530000
9161,train,-0.458501,2.212000
9162,train,-0.093405,1.544000
9163,train,-1.281209,0.546000
9164,train,-0.548322,0.430000
9165,train,2.149847,5.000010
9166,train,0.364048,1.272000
9167,train,1.136667,2.539000
9168,train,0.135902,1.646000
9169,train,-0.605279,0.646000
9170,train,0.143247,1.660000
9171,train,1.964024,3.801000
9172,train,-0.599415,1.825000
9173,train,-1.248662,0.938000
9174,train,-0.419456,2.186000
9175,train,-1.647309,1.625000
9176,train,-0.951196,1.167000
9177,train,0.296312,2.621000
9178,train,-0.858892,2.545000
9179,train,-0.501245,1.118000
9180,train,-0.665248,0.960000
9181,train,-0.165421,1.224000
9182,train,-0.606125,1.621000
9183,train,-0.069576,1.196000
9184,train,0.730306,2.472000
9185,train,1.814657,4.513000
9186,train,-0.161299,0.965000
9187,train,-0.045695,3.363000
9188,train,0.774635,3.717000
9189,train,-0.149359,1.420000
9190,train,-0.458501,2.166000
9191,train,1.299718,2.377000
9192,train,-0.333386,1.369000
9193,train,0.303551,2.804000
9194,train,-0.886049,0.481000
9195,train,0.833072,2.376000
9196,train,0.644553,2.093000
9197,train,-0.275583,0.508000
9198,train,1.539382,2.863000
9199,train,-0.382999,2.865000
9200,train,-0.574053,1.092000
9201,train,-1.018456,1.393000
9202,train,-0.451157,1.547000
9203,train,-0.078717,2.930000
9204,train,-0.214981,1.233000
9205,train,5.881857,5.000010
9206,train,0.297686,2.260000
9207,train,0.309997,1.925000
9208,train,0.771095,3.302000
9209,train,-0.813189,1.307000
9210,train,-1.174427,0.687000
9211,train,-0.923193,1.573000
9212,train,0.161792,2.051000
9213,train,-0.310931,1.745000
9214,train,-0.095255,3.539000
9215,train,-0.304379,1.293000
9216,train,-0.142648,0.883000
9217,train,0.126920,1.812000
9218,train,0.111122,2.894000
9219,train,0.128135,2.504000
9220,train,-0.467959,1.757000
9221,train,-0.401914,4.643000
9222,train,-1.065268,0.850000
9223,train,-0.043370,2.316000
9224,train,-0.854770,1.875000
9225,train,-0.355788,2.135000
9226,train,1.812490,3.430000
9227,train,0.226886,4.059000
9228,train,-0.126692,1.885000
9229,train,1.131859,2.542000
9230,train,0.610104,2.228000
9231,train,-0.345697,2.127000
9232,train,0.538776,1.577000
9233,train,0.497722,3.254000
9234,train,-0.577012,1.098000
9235,train,-1.214847,2.250000
9236,train,-0.501457,0.521000
9237,train,0.738601,1.914000
9238,train,-0.464525,1.708000
9239,train,-0.098319,1.361000
9240,train,-1.191018,0.674000
9241,train,2.339370,5.000010
9242,train,-0.163360,2.222000
9243,train,-0.000573,1.897000
9244,train,1.404122,2.168000
9245,train,-0.582983,1.114000
9246,train,-0.967416,0.678000
9247,train,0.989730,2.206000
9248,train,-0.335869,1.125000
9249,train,0.677840,2.075000
9250,train,1.189714,2.511000
9251,train,-0.568558,1.308000
9252,train,1.174180,2.982000
9253,train,-0.154695,2.922000
9254,train,0.254783,2.005000
9255,train,0.211035,2.194000
9256,train,-0.935504,1.170000
9257,train,-0.367307,1.987000
9258,train,0.471886,2.126000
9259,train,-1.010319,0.963000
9260,train,-0.891438,0.997000
9261,train,-0.974866,1.798000
9262,train,0.612746,1.793000
9263,train,-0.086484,1.748000
9264,train,-0.773192,0.658000
9265,train,0.464172,0.931000
9266,train,-0.985539,0.547000
9267,train,0.406369,1.864000
9268,train,0.166864,1.643000
9269,train,-0.148830,1.236000
9270,train,0.102087,2.227000
9271,train,1.490509,5.000010
9272,train,0.551034,1.796000
9273,train,-0.054307,1.648000
9274,train,-0.920815,0.612000
9275,train,-0.653994,1.438000
9276,train,-0.167481,0.991000
9277,train,1.013401,2.659000
9278,train,-0.494218,1.375000
9279,train,0.556951,3.684000
9280,train,-0.209010,2.431000
9281,train,-0.673543,1.920000
9282,train,-0.269349,3.645000
9283,train,-0.301262,1.512000
9284,train,-0.186978,1.928000
9285,train,0.322624,1.852000
9286,train,-0.664403,5.000000
9287,train,-0.140482,2.250000
9288,train,-0.702180,2.050000
9289,train,-0.062232,0.952000
9290,train,-1.139873,0.590000
9291,train,-0.520161,1.404000
9292,train,-0.915003,1.435000
9293,train,0.719052,1.911000
9294,train,0.167974,1.986000
9295,train,-1.062151,0.738000
9296,train,-0.194322,1.948000
9297,train,1.208471,2.573000
9298,train,-0.076128,1.083000
9299,train,-0.361653,1.083000
9300,train,-1.104261,1.540000
9301,train,1.441160,3.462000
9302,train,-0.527294,0.729000
9303,train,0.003813,1.356000
9304,train,0.651528,5.000010
9305,train,0.616867,3.058000
9306,train,-0.018960,1.790000
9307,train,-0.533211,1.633000
9308,train,-1.084501,0.943000
9309,train,0.722856,2.133000
9310,train,-1.243695,0.817000
9311,train,0.032344,1.431000
9312,train,-1.164283,2.813000
9313,train,0.008198,2.104000
9314,train,1.049593,5.000010
9315,train,0.069858,0.750000
9316,train,-0.524546,1.924000
9317,train,0.036835,2.692000
9318,train,0.521182,2.750000
9319,train,-0.703501,1.588000
9320,train,0.422114,1.301000
9321,train,-0.744713,1.991000
9322,train,0.815372,2.194000
9323,train,1.024073,3.049000
9324,train,-1.171786,0.660000
9325,train,0.598216,3.294000
9326,train,0.131517,0.875000
9327,train,0.400082,2.735000
9328,train,-0.685643,2.667000
9329,train,-0.417448,1.608000
9330,train,-0.598833,1.490000
9331,train,0.699397,1.837000
9332,train,-1.305091,0.731000
9333,train,-0.955423,0.613000
9334,train,1.585032,2.885000
9335,train,-1.218017,0.467000
9336,train,-1.178707,0.865000
9337,train,0.400082,1.181000
9338,train,-0.815143,0.632000
9339,train,-1.115040,0.575000
9340,train,-1.262029,0.958000
